10000
plaque;marque;modele;millesime;kilometrage;categorie;prix;gearbox
EZJ-588;Bentley;forfour;2009;161687;C;143486;1
AUA-567;Suzuki;500;2010;216737;B;87574;1
MXU-670;Toyota;Optima;2015;160431;C;166765;0
XTN-407;Lexus;Octavia;2017;45470;B;127594;1
PSV-279;Toyota;Golf_SV;2011;243225;C;79099;1
JPP-984;Renault;Civic;2009;188953;A;111199;1
KOD-398;Tata_Motors;Renegade;2019;237224;B;52254;1
NQE-709;Subaru;Corsa;2014;47949;C;47412;0
IFI-158;Tata_Motors;Ignis;2010;237316;B;191094;0
KSN-379;Suzuki;Leon;2007;206224;C;149964;1
ZYL-050;Dodge;Doblo;2011;219695;C;166680;1
HQM-688;Maserati;Fabia;2019;253995;B;79848;0
BSS-411;Aston_Martin;MX-5;2019;61522;B;51802;0
XEF-665;Subaru;Qashqai;2019;148815;C;33107;1
IWS-792;Volkswagen;C3_Aircross;2010;128743;A;141088;1
KDZ-980;Suzuki;Venga;2006;238757;C;184133;0
QQV-436;Lexus;Rio;2013;280764;A;174128;1
JAZ-542;_General_Motors;Outlander;2016;221916;A;36021;1
VVG-446;Dodge;Tiguan_Allspace;2008;289825;B;91268;1
TDC-309;Volkswagen;MG3;2007;77374;C;15791;1
QYX-175;Mazda;Mirage;2013;269994;B;58001;0
CLQ-184;_Peugeot;308;2012;107389;B;113487;0
BFM-311;Bentley;Ateca;2006;83893;C;130113;0
MVJ-752;Bentley;forfour;2012;290193;A;30475;0
ZJF-621;Subaru;Koleos;2013;53326;A;163016;1
YJV-211;Infiniti;Viva;2019;112911;B;168476;1
SCU-237;Bentley;DS_7_Crossback;2009;1653;C;59917;0
NXO-694;Subaru;C1;2016;128755;C;62106;0
UXZ-390;Bentley;Insignia_Country_Tourer;2010;297360;A;129767;1
LMG-990;Infiniti;Mini;2013;288736;A;154012;1
MMS-877;Ferrari;X2;2006;284887;A;77122;0
LJN-979;_Peugeot;Niro;2008;23291;C;92836;0
MDM-682;Lexus;Caddy_Maxi;2017;10943;C;187377;1
MYC-764;Aston_Martin;Sandero;2019;49354;B;100611;1
ZQU-906;_General_Motors;Ateca;2008;184603;C;176998;1
SSN-695;Volkswagen;Mokka_X;2016;281476;C;162330;1
ZAO-051;Subaru;Duster;2005;160151;C;104709;0
ADM-859;Renault;2_Series;2015;240287;C;161773;1
MCO-093;Dodge;B-Class;2008;74761;A;15768;1
NTM-241;Tata_Motors;308;2005;68186;B;63854;0
FHF-665;_Peugeot;up!;2007;213688;C;32778;1
KNF-934;Koenigsegg;Tarraco;2014;38251;B;30050;0
POM-232;Infiniti;108;2010;3814;C;62679;0
DKC-330;BMW;Mirage;2016;99033;C;29695;1
OOL-587;Maserati;forfour;2005;6506;A;185852;1
LIJ-560;Ferrari;CX-5;2011;176979;B;36183;1
YRA-304;Volkswagen;208;2009;206330;A;64503;1
REX-531;Jeep;Golf_SV;2018;241888;A;93383;0
ZYT-107;Volkswagen;Grand_C-MAX;2015;205366;A;193738;0
AGP-079;Maserati;i20;2019;110903;A;138792;1
XRR-523;Koenigsegg;SpaceTourer;2019;141920;C;94993;1
EZG-017;_Peugeot;Tourneo_Connect;2009;235179;A;71235;0
SEB-653;_General_Motors;Doblo;2019;33089;B;67766;0
ZAP-780;BMW;DS_3;2011;11993;B;42145;0
VXS-961;Bentley;Kona;2017;91263;B;26769;0
QJZ-722;Jeep;Outlander;2015;90191;C;70718;1
SOV-824;BMW;ADAM;2014;161762;B;97970;1
AFV-476;Koenigsegg;308_SW;2010;286468;A;164490;0
ZXM-685;Subaru;C5_Aircross;2019;85429;B;108153;1
DTD-638;Lexus;Arona;2018;28133;B;138123;1
XIU-430;_General_Motors;Jazz;2013;178139;A;143943;0
TUK-515;_Kia;Venga;2005;253138;B;34449;0
OVE-914;BMW;Carens;2009;198290;A;147441;1
IZQ-449;Jeep;1_Series;2012;101206;A;63060;1
URG-565;Lexus;Tiguan_Allspace;2005;23987;B;76900;1
RQU-276;Koenigsegg;T-ROC;2007;13148;A;127989;1
HHA-674;BMW;Soul;2019;261745;B;172116;0
YEL-573;Suzuki;B-Class;2005;243936;C;172271;1
IKH-288;Volkswagen;Grandland_X;2006;187639;B;170425;0
JEE-792;Volkswagen;595;2018;287342;C;23441;0
QGC-674;BMW;Giulietta;2006;48523;C;65510;0
KLC-743;Suzuki;Mazda2;2012;8514;B;60246;0
TZU-119;Bentley;Golf;2018;198973;B;52408;0
RXH-135;Suzuki;Jazz;2013;72008;A;182111;1
CSM-461;Dodge;1_Series;2005;71804;B;123398;0
QMT-742;Ferrari;Venga;2005;222904;A;159177;0
UPE-548;Volkswagen;Outlander;2007;54614;B;195682;1
YYB-308;Tata_Motors;208;2009;23281;A;46928;0
MHG-334;Infiniti;Tiguan_Allspace;2013;165915;B;33035;1
JRL-092;Toyota;CR-V;2017;153946;A;135711;1
EJP-344;Lexus;Grand_C-MAX;2011;245069;A;119836;1
GKS-612;_Kia;Corsa;2016;77902;A;136688;1
VQL-839;Volkswagen;Prius;2012;176345;C;67142;0
RYR-098;_Kia;Tiguan;2005;175233;B;127024;0
VLO-247;Jeep;Grand_C4_SpaceTourer;2014;234555;A;56739;0
YYT-249;_General_Motors;Civic;2015;116132;C;88338;1
SND-678;Jeep;Soul;2014;221835;C;145323;0
RNQ-034;Suzuki;Grand_Tourneo_Connect;2007;238491;A;98717;0
ZPM-122;Mazda;X1;2016;20286;A;67238;1
BDE-777;Renault;SpaceTourer;2007;234042;A;139846;1
BEL-815;Toyota;Logan_MCV_Stepway;2006;80791;A;185432;0
ZCQ-388;_Kia;Twingo;2016;267715;B;192022;0
WJT-961;Subaru;Koleos;2019;144456;A;31557;1
SVS-679;Lexus;PROACE_Verso;2006;177440;A;41126;1
IZN-644;Renault;A3;2015;239269;B;172375;0
ZCV-955;Aston_Martin;Tiguan;2018;237325;A;117824;1
WYW-653;BMW;2_Series;2012;9654;A;50886;1
XPP-114;Tata_Motors;500;2009;176183;A;110538;0
ELR-648;Lexus;2_Series;2013;272275;A;36858;1
SHL-562;_Kia;Kuga;2016;83575;C;95006;1
XNZ-742;Subaru;Sportage;2008;19998;C;57658;1
ADQ-285;Aston_Martin;Giulia;2017;44621;C;89442;0
MSI-351;Mazda;Polo;2011;80649;A;176574;0
ZOO-324;Bentley;B-Class;2009;195470;B;95606;1
XHP-418;Suzuki;C3;2007;234701;A;22022;1
MKM-920;Bentley;Kona;2005;279435;A;142332;1
BCE-018;_Peugeot;208;2018;252268;B;122332;0
VST-800;Bentley;CX-3;2014;246449;B;79287;1
JAN-684;BMW;i20;2009;160837;A;107004;0
VAY-609;Suzuki;Vito;2011;229591;B;25029;1
IKA-210;Koenigsegg;Tipo;2006;204309;B;66627;1
GAS-634;Infiniti;Fiesta;2011;98071;C;199632;1
MHG-941;Volkswagen;Optima;2007;133062;A;124860;0
ENL-857;Tata_Motors;Arona;2015;54700;A;28441;1
CCA-113;Dodge;CLA;2013;225855;B;167153;0
HIW-518;Lexus;C-Class;2006;238468;A;149744;1
AFE-901;Dodge;Leon;2014;250525;B;52123;0
NOT-128;Lexus;Mini;2007;54003;A;90390;1
BIS-455;Tata_Motors;Citigo;2009;107556;B;122755;1
LWJ-268;Subaru;C4_SpaceTourer;2009;113802;A;144676;0
QWQ-048;Tata_Motors;ceed;2015;5222;A;30839;0
KDL-676;Suzuki;Mirage;2008;201737;B;128009;0
LUY-313;Lexus;Koleos;2013;179121;C;39323;0
HEW-938;_General_Motors;Arona;2009;173483;C;118169;0
KHR-982;Subaru;C4_SpaceTourer;2009;243562;B;133492;1
EVB-280;Dodge;Grand_C-MAX;2005;38138;C;18195;0
JMD-917;Subaru;Giulietta;2009;127878;A;88132;1
PBB-022;Renault;SpaceTourer;2011;17400;B;186202;0
IAN-907;Subaru;Koleos;2007;147864;A;169127;0
AUW-110;BMW;500;2017;259342;C;58645;0
MGC-122;Tata_Motors;108;2012;225163;B;159114;0
SCB-479;_Kia;Soul;2017;256906;C;64870;1
IGV-381;_Kia;C-MAX;2015;133064;C;178158;1
EAC-654;Lexus;Q2;2018;185392;A;151940;1
CCK-341;Ferrari;Jazz;2010;35270;A;156579;1
YAB-811;Volkswagen;ASX;2018;179318;A;125072;1
FSQ-673;Toyota;Mini;2016;61858;B;43371;0
DLC-411;Jeep;Sharan;2007;210666;B;25208;0
SSD-637;Renault;Clio;2019;129235;C;104877;0
ZOG-671;Renault;Tiguan_Allspace;2008;21674;A;106514;1
VYI-312;Dodge;Superb;2018;91558;C;159621;1
AWW-674;_General_Motors;500L;2009;132405;B;22853;1
CHF-528;Suzuki;Tourneo_Connect;2005;87185;B;156498;1
SLH-665;Ferrari;Compass;2006;242005;B;23530;1
PHW-886;Aston_Martin;X2;2007;122872;C;109708;1
YDI-138;Tata_Motors;Ibiza;2018;73652;B;159841;0
ORK-813;Koenigsegg;B-Class;2011;102512;A;40116;0
EPY-522;Suzuki;Caddy_Maxi;2009;26851;A;25223;1
AMJ-048;Volkswagen;ceed;2007;89406;B;63961;0
MEG-268;Mazda;Polo;2015;269311;A;118061;1
FZI-271;Mazda;Eclipse_Cross;2009;68615;C;76071;0
GPH-979;Subaru;Soul;2008;258815;C;42415;0
OUT-059;Suzuki;Grand_Tourneo_Connect;2018;43098;B;186006;0
DVQ-725;_General_Motors;Astra;2012;163095;A;93251;0
VNR-408;Bentley;fortwo;2008;177976;C;151799;0
DIE-819;Ferrari;i800;2013;48840;A;53922;0
OVA-505;Jeep;Soul;2011;184852;A;172216;0
YYA-530;Infiniti;IONIQ;2019;248111;B;179990;0
YBE-718;Bentley;208;2017;197790;B;79693;0
QVE-517;Infiniti;Prius;2014;116535;B;139638;1
MUH-208;Tata_Motors;Viva;2010;94121;C;127375;1
DGB-186;Ferrari;Caddy;2012;233326;C;52251;0
YGU-666;Dodge;Arona;2012;257937;A;134921;0
ELV-948;Aston_Martin;Qashqai;2005;33727;C;42937;0
FQJ-626;Toyota;Focus;2010;291690;B;94007;1
XHE-945;Suzuki;3_Series;2007;252173;A;142032;1
UWU-159;Koenigsegg;Qubo;2014;17007;B;15667;1
ACI-393;Dodge;Grand_Tourneo_Connect;2016;226544;B;184898;1
RJT-389;Jeep;Clio;2011;16395;A;177920;0
AHI-190;Subaru;Tiguan;2017;188031;A;153539;1
ATV-722;Toyota;Golf;2019;236169;B;18326;1
SAL-818;_General_Motors;Kuga;2019;228749;C;152837;1
OLK-495;Volkswagen;CR-V;2017;21560;A;67420;0
YAU-134;Jeep;Vitara;2009;250857;B;185449;1
JVA-295;BMW;Captur;2011;44586;A;80141;0
WFB-501;Bentley;Rifter;2008;201088;C;120660;1
HJE-136;_Kia;Tiguan;2012;92857;A;73738;0
MOL-821;Ferrari;Prius;2009;267684;A;113731;0
QTF-296;BMW;Focus;2015;194679;A;111769;0
KSV-409;_Kia;Civic;2019;194391;C;113535;1
ECK-583;Mazda;C4_Cactus;2013;93378;A;85131;0
VER-893;Lexus;500;2006;224266;B;102535;0
HMY-153;_Kia;Rio;2006;217941;C;47302;0
XTM-546;Renault;Yaris;2017;290691;A;169374;1
QXQ-484;Lexus;Kona;2010;207656;A;42181;0
VAW-909;_Kia;Tourneo_Courier;2013;117606;B;115649;1
DUP-715;Volkswagen;C-Class;2012;78092;B;74225;0
LBF-072;Tata_Motors;Micra;2013;279099;B;194636;0
WCS-224;Ferrari;Leon;2019;235371;C;176787;0
TZQ-467;Aston_Martin;DS_3;2014;164115;B;186023;0
UNN-014;Mazda;Kona;2015;202289;C;25813;0
PSU-682;BMW;Galaxy;2013;209684;A;161945;1
MAC-658;Dodge;Octavia;2013;173515;B;182347;1
SER-620;Toyota;IONIQ;2006;20159;A;55854;1
GQG-889;_General_Motors;CX-3;2019;39671;B;63469;0
YZQ-098;Lexus;508;2018;183626;C;187027;1
IWL-454;Infiniti;Mazda2;2019;146753;C;182629;1
XZY-123;Volkswagen;Doblo;2019;149238;A;129746;0
FHN-055;Maserati;108;2006;72472;B;151507;1
TGR-699;Volkswagen;Sandero_Stepway;2017;125862;A;22456;0
VWI-293;Volkswagen;PROACE_Verso;2005;133718;C;76840;0
TGC-492;Renault;CR-V;2017;112053;A;133428;1
QRM-808;Dodge;ix20;2012;264955;A;81876;1
YSK-167;Volkswagen;ADAM;2013;286504;A;95729;0
WNO-534;Subaru;3008_SUV;2007;235525;B;128376;1
NKU-422;Subaru;2_Series;2010;197207;A;195546;0
WNT-842;Jeep;CX-5;2013;173917;A;141324;1
NND-083;Koenigsegg;2_Series;2006;232261;A;114143;0
TTF-939;Volkswagen;Renegade;2018;143211;B;114774;1
NSI-217;Subaru;i20;2011;273286;B;190012;1
BXS-184;_Kia;Niro;2014;273023;B;108499;0
GXA-318;Ferrari;Qubo;2015;59127;C;138996;0
MKL-555;BMW;Trafic;2012;42890;A;91348;1
VZJ-190;Aston_Martin;Traveller;2007;190583;B;21431;1
GGK-421;_Kia;Stonic;2019;162704;C;188503;1
OXF-853;Maserati;Galaxy;2015;95068;A;151609;1
VSE-218;Subaru;Grand_C4_SpaceTourer;2012;122843;C;86021;0
SCO-016;Dodge;Kadjar;2009;90701;C;21085;0
PWA-235;_General_Motors;Mini_Countryman;2018;83384;C;92374;1
WWH-505;_Peugeot;C3;2011;137480;C;53652;0
FTH-714;BMW;Alhambra;2011;25806;A;112847;1
JPU-464;Dodge;C3_Aircross;2014;176292;A;65988;1
JVT-529;_Peugeot;Octavia;2016;209777;A;54021;1
GPK-228;Volkswagen;3008_SUV;2013;165650;B;194303;0
FHY-927;Jeep;C3_Aircross;2014;186720;B;41719;1
QAC-533;Ferrari;Grand_Scenic;2014;90180;B;103506;0
CZE-827;Lexus;GLA-Class;2013;263499;B;177094;1
KGM-686;Subaru;Insignia_Grand_Sport;2017;289478;A;111701;0
SKC-244;_Peugeot;3_Series;2016;130652;B;156782;0
SPV-890;_Kia;Grand_Scenic;2010;142622;C;139040;1
JQD-926;Koenigsegg;Niro;2006;190268;C;54290;0
QEB-815;Bentley;Grand_Tourneo_Connect;2006;83710;A;21238;1
SMN-606;Dodge;Citigo;2012;148693;B;91021;1
ALB-955;Volkswagen;Alhambra;2019;58449;C;149287;1
YEI-407;Mazda;Doblo;2016;259910;C;46618;1
XWE-927;Tata_Motors;5008_SUV;2010;143431;C;148159;0
ACS-077;Koenigsegg;C3_Aircross;2016;232526;B;114551;0
DED-460;_Kia;Ateca;2012;169349;A;198553;1
LOB-135;Subaru;MG3;2016;141449;B;60087;1
EPA-384;Bentley;ix20;2005;40066;A;31966;0
KBM-496;Toyota;up!;2005;297464;B;59097;0
VEC-472;Jeep;308_SW;2011;126023;C;110639;0
EOR-520;Bentley;A-Class;2017;87513;B;167343;1
ZSU-869;Infiniti;MX-5;2010;289643;B;115163;0
QQH-909;_Kia;Mirage;2014;52166;A;41164;0
YAO-957;Lexus;Transporter_Shuttle;2017;55487;A;83798;1
XZP-356;Ferrari;Caddy_Maxi;2018;198313;B;21750;1
UOT-160;Aston_Martin;Tiguan;2019;124560;A;158794;1
AWJ-586;Ferrari;Sportage;2009;156819;B;116395;1
RTJ-355;Ferrari;Polo;2019;133758;C;121249;0
NQS-834;Toyota;MX-5;2007;3946;B;116411;0
YKY-027;Renault;MX-5;2011;173125;A;127313;1
XUT-663;Tata_Motors;Mini_Countryman;2011;42999;B;67627;1
QEX-562;_General_Motors;Astra;2010;215663;B;34762;1
QBG-848;Toyota;Grand_Scenic;2014;6771;C;170623;0
OTG-233;Tata_Motors;Q2;2013;47087;C;120260;1
KXO-563;Bentley;fortwo;2016;6992;B;159134;0
DGV-094;Subaru;C4_SpaceTourer;2006;268048;A;113815;0
CLG-705;Bentley;Q2;2016;258605;C;101282;1
KSP-954;Koenigsegg;500L;2005;239945;B;183265;0
LWT-705;_Peugeot;Traveller;2013;263311;B;174563;0
OGP-575;Aston_Martin;Zoe;2017;263112;A;147804;1
QYP-526;_General_Motors;Sportage;2010;2486;C;156734;1
ERV-562;_Peugeot;Trafic;2015;127251;C;90854;1
YZA-854;Ferrari;Insignia_Country_Tourer;2015;92646;B;161061;1
NXR-725;Volkswagen;Sandero_Stepway;2015;278130;B;38831;0
CGI-006;_General_Motors;Grand_C4_SpaceTourer;2016;20779;A;120546;1
CIS-613;Subaru;Compass;2008;277688;A;118585;1
CAV-901;Suzuki;Mazda6;2013;218538;C;197094;0
STF-482;Suzuki;DS_3;2007;55307;B;62560;0
ZQS-394;Dodge;Picanto;2014;77822;C;82748;0
XPP-470;Dodge;PROACE_Verso;2008;269144;B;121990;1
XDV-845;Koenigsegg;i10;2009;203976;C;16455;1
XFJ-796;Toyota;S-MAX;2005;260524;C;129625;0
SHO-773;Aston_Martin;A3;2011;262925;A;95988;0
WDC-223;Suzuki;A-Class;2010;218556;A;159840;1
YPQ-825;Subaru;Passat;2018;270700;B;60969;0
YUJ-221;Jeep;fortwo;2005;217208;B;175116;0
WXK-573;_General_Motors;Compass;2019;114420;B;104152;1
RUM-121;Tata_Motors;Tipo;2013;204755;B;164225;1
HCM-099;Toyota;Passat;2011;227953;C;169382;1
FBH-035;_Kia;Giulia;2007;25595;B;103633;0
NWR-552;Bentley;2008_SUV;2007;151549;C;50905;1
XLI-494;Suzuki;Mazda6;2018;121581;A;44946;0
ORR-153;Subaru;Swift;2009;137432;B;64943;0
HZZ-274;Subaru;Mini;2018;52630;A;122401;1
DLA-404;BMW;C4_Cactus;2011;291907;C;75694;0
QYM-082;Jeep;Celerio;2018;110499;A;135733;0
KBR-397;Ferrari;Tourneo_Courier;2009;177177;B;69189;1
VQH-860;Koenigsegg;Outlander;2017;31240;A;74946;0
XPK-273;BMW;Combo_Life;2005;79724;A;149672;0
LMK-080;Infiniti;Koleos;2012;229476;C;39767;0
TAC-445;Volkswagen;Vitara;2007;152169;C;99402;0
KOL-639;Aston_Martin;2008_SUV;2012;7753;B;87855;1
QEJ-094;Volkswagen;Fiesta;2017;277214;A;169077;0
TXB-927;Volkswagen;ADAM;2006;104373;C;37030;0
QRH-885;Suzuki;S-MAX;2014;293363;C;187270;0
HOD-655;Volkswagen;DS_3;2013;3198;C;33084;1
VBI-388;Maserati;Viva;2008;296735;A;43552;1
JLA-521;Bentley;IONIQ;2015;204593;A;150961;0
CEV-158;Tata_Motors;X2;2007;210932;C;21238;0
PVL-411;Toyota;Auris;2018;30238;B;118341;1
LFT-003;Maserati;500X;2014;279539;A;56896;1
OQX-067;BMW;i800;2019;116236;A;111937;0
FEQ-749;Bentley;Niro;2018;31446;A;195054;1
ERE-083;Koenigsegg;DS_7_Crossback;2015;17989;C;108035;0
WNJ-261;_Kia;Celerio;2007;209334;C;112771;0
HKN-525;Mazda;fortwo;2007;230523;B;125070;1
IUX-887;Toyota;Sharan;2011;286257;A;74989;0
VTV-425;Infiniti;T-ROC;2013;92479;C;42293;0
QNO-525;Mazda;Caddy;2019;90418;B;177833;1
RLV-197;Volkswagen;Mokka_X;2009;131216;C;129810;0
OCX-491;Lexus;Viva;2005;103322;A;148272;0
JQL-800;_Peugeot;forfour;2006;167978;A;141539;1
IZI-205;Maserati;C4_Cactus;2009;145640;C;164824;0
YTY-912;_Peugeot;Celerio;2007;98812;B;48878;1
JIE-345;Tata_Motors;Twingo;2011;120236;A;65201;1
CYS-832;BMW;ix20;2007;192479;C;174139;0
AHW-729;BMW;Duster;2019;287931;C;88089;0
UKZ-879;Toyota;500X;2010;209240;A;194008;1
OTA-958;_Kia;Grand_C4_SpaceTourer;2005;118700;B;52451;1
RYA-110;Subaru;MG3;2006;2554;B;44619;1
AQN-044;Tata_Motors;i20;2019;208650;A;29046;0
PSN-429;Maserati;Fabia;2007;161310;C;71001;0
BWB-902;Mazda;5008_SUV;2016;186193;C;55070;1
ARX-036;Koenigsegg;Karoq;2017;130848;A;29946;1
LFI-277;Dodge;Leon;2018;232023;B;189087;1
PEJ-608;Dodge;Micra;2019;280690;B;116612;1
LNL-731;Tata_Motors;Outlander;2010;181089;C;29670;1
HIJ-844;_Kia;Tarraco;2019;133454;A;16371;1
SDA-969;Subaru;Ibiza;2014;99877;C;197428;0
WGX-602;Lexus;GLA-Class;2015;267627;A;169733;1
ZGS-918;Maserati;Carens;2012;38474;C;186310;1
RLM-092;BMW;Auris;2014;257929;C;49344;1
XHL-211;Bentley;Crossland_X;2013;14968;C;171399;1
SUM-688;_General_Motors;Qubo;2010;16683;C;134404;0
QUP-360;_General_Motors;Trafic;2018;170407;A;161563;0
WFD-322;Dodge;i800;2013;34188;C;68993;0
HUU-048;Volkswagen;MG3;2019;211620;C;106675;0
TDK-148;Renault;Superb;2015;269737;B;152143;0
LKJ-004;Renault;500X;2011;20377;C;175286;1
TMU-970;_Kia;SpaceTourer;2012;206044;A;33671;0
NSX-309;Ferrari;CLA;2015;98438;A;94946;0
RBI-842;Jeep;ADAM;2010;266481;C;191082;0
WSE-990;Toyota;Duster;2016;294215;C;193571;0
YJJ-014;_Peugeot;XC40;2007;93112;A;154070;0
AGL-966;_Kia;Tiguan_Allspace;2017;107350;A;166532;0
YHU-194;Tata_Motors;C-HR;2015;4193;C;69427;0
TCY-884;_General_Motors;Superb;2006;61690;A;150391;0
TVM-642;_Peugeot;Berlingo;2016;84374;B;35393;1
BBG-155;Subaru;Duster;2013;129707;C;35435;1
LXN-624;Lexus;Mazda6;2008;92012;A;190736;1
UUC-398;Tata_Motors;Micra;2005;221073;A;25443;0
AGN-591;BMW;Qubo;2012;159105;C;150110;0
ACT-363;Bentley;Focus;2019;61725;C;134342;0
KHS-462;Koenigsegg;CX-3;2015;244471;C;123500;0
ZOZ-433;_Peugeot;500;2010;43369;B;55674;0
VGA-793;Tata_Motors;Fabia;2018;255954;A;183758;0
KRY-670;_Peugeot;i20;2011;220481;C;147052;1
ABX-674;_Kia;Prius;2007;145539;B;112563;0
MYF-846;Mazda;Touran;2019;79529;A;62998;1
QZC-970;Renault;SpaceTourer;2007;251389;A;81327;1
YEZ-385;Subaru;3_Series;2007;287238;B;125863;1
AJG-812;Lexus;Ateca;2019;145933;B;64839;0
OYP-587;Ferrari;X2;2018;236830;A;25715;1
JVD-051;_General_Motors;Sandero;2013;293798;C;186704;0
NMI-258;Bentley;Insignia_Grand_Sport;2008;210847;A;31393;1
NFB-375;_General_Motors;A-Class;2012;151928;B;171851;1
PSV-251;Lexus;Tiguan_Allspace;2005;39223;C;136114;1
FYL-525;_General_Motors;T-ROC;2009;149958;C;197677;1
DPB-857;Jeep;Auris;2013;235467;B;192336;0
RIW-147;Aston_Martin;Qashqai;2008;138430;B;116590;1
MJB-109;Jeep;C4_SpaceTourer;2010;26870;A;66760;1
FOB-758;Mazda;Carens;2014;101151;C;174022;1
RSF-722;Renault;Ateca;2013;201855;A;187669;1
AZN-504;Bentley;Mirage;2018;47563;B;102187;1
HUA-954;_General_Motors;Passat;2017;265126;B;127992;0
EQT-823;BMW;Rio;2007;254651;C;176138;0
TQB-412;Jeep;C-HR;2014;62482;C;128796;1
QBH-194;_Peugeot;MX-5;2006;117511;A;94904;0
PTE-148;Tata_Motors;Grand_C4_SpaceTourer;2012;291221;A;154091;0
CFF-245;Koenigsegg;Karoq;2007;210862;C;106764;1
OIM-852;Koenigsegg;Rifter;2009;267219;C;179135;0
HOQ-093;Infiniti;C-HR;2007;298373;A;148938;1
WTJ-239;BMW;PROACE_Verso;2013;50891;C;95654;0
OSF-840;Subaru;Ibiza;2015;130828;A;33248;0
IDE-248;Koenigsegg;Renegade;2013;79348;A;68642;1
AZA-597;Renault;Giulietta;2015;98271;B;55541;1
DNI-626;Tata_Motors;2_Series;2014;183208;C;190657;0
CNA-351;Jeep;SpaceTourer;2008;69883;B;157901;0
EFB-400;Jeep;308;2010;239643;B;175786;1
FHJ-743;_Peugeot;Citigo;2014;202985;A;73966;0
MZA-179;Lexus;i10;2013;11846;C;66698;1
RDU-285;Dodge;Grand_Tourneo_Connect;2010;114688;C;158891;0
MDP-291;Toyota;Mii;2016;277271;C;199451;1
OYU-009;Volkswagen;Venga;2015;48320;C;61714;1
MYO-730;Mazda;ceed;2007;257560;A;196954;1
MPH-343;BMW;308_SW;2005;278895;B;29231;0
OCB-972;Lexus;Vito;2012;168773;A;138294;0
VVU-213;Ferrari;Soul;2010;151012;C;56609;0
XDY-146;Renault;Mini_Countryman;2019;173597;A;67300;0
ETR-331;Infiniti;Mini;2008;8204;C;101321;1
AKY-338;Lexus;Clio;2005;225861;B;155038;0
QGN-428;Subaru;ceed;2010;93872;B;183186;0
LHT-041;Maserati;Tiguan;2017;297820;B;177150;0
YOF-036;Koenigsegg;Rifter;2006;130554;B;164546;0
AGF-965;Subaru;Tipo;2006;256782;A;158202;1
MDB-830;_General_Motors;Fiesta;2015;75452;B;160892;0
WIH-681;Bentley;Trafic;2005;224763;A;196465;0
BEN-016;Jeep;Kodiaq;2010;236689;A;173461;1
ZUS-184;Mazda;IONIQ;2012;240021;B;118782;0
OFH-313;_General_Motors;DS_7_Crossback;2019;203467;A;171613;0
GNO-065;Lexus;i10;2016;203398;C;31465;1
VKM-958;Koenigsegg;Leon;2011;296872;B;49026;1
KVM-899;Ferrari;SpaceTourer;2015;271561;A;104363;1
EAT-646;Mazda;Grand_Scenic;2010;69223;A;34003;1
KBG-995;_General_Motors;Golf;2009;142836;B;191533;1
JQR-501;Aston_Martin;Traveller;2011;95975;A;145423;0
LLD-529;Mazda;Arona;2006;233468;A;123182;1
EKQ-606;Tata_Motors;Sandero;2012;244813;B;107148;0
LGA-736;_Kia;C-HR;2017;55739;A;69798;1
SFS-374;Mazda;MG3;2005;218209;C;69917;0
UHC-366;Dodge;XC40;2010;228555;A;55627;1
FXD-963;Suzuki;3_Series;2014;180815;A;131022;1
QHZ-673;Ferrari;Doblo;2009;297666;C;149931;1
UKR-651;Dodge;Outlander;2013;253232;C;18305;0
AFE-195;Ferrari;Octavia;2005;139364;B;135678;1
PTH-874;Maserati;1_Series;2015;116255;B;166284;1
LTR-279;_Peugeot;Combo_Life;2011;259122;C;91605;0
KOZ-705;Tata_Motors;Celerio;2016;44402;B;93423;0
JAR-333;Bentley;Mini_Countryman;2010;251716;C;39789;1
FTB-780;Tata_Motors;X2;2006;284576;A;25876;1
RNW-530;Dodge;Passat;2005;137063;A;187176;0
QFY-640;Bentley;Twingo;2010;247903;A;104215;0
YTZ-921;Renault;Auris;2019;107090;A;190714;1
EPW-241;Subaru;Tipo;2019;251368;C;65947;1
UJD-263;_General_Motors;C-Class;2013;263579;A;177027;1
WCW-440;_General_Motors;Golf_SV;2015;262516;B;122876;0
MHR-007;Mazda;Compass;2013;210573;B;188772;0
GHS-078;_Kia;Viva;2007;25610;A;98579;0
SGB-774;Toyota;2008_SUV;2015;230542;B;141127;1
EDY-982;Subaru;Grand_Scenic;2011;246266;A;42558;1
IGE-691;Ferrari;Swift;2015;176630;B;198053;0
ZXC-273;Koenigsegg;S-MAX;2019;108672;C;33849;0
ICL-786;Jeep;Eclipse_Cross;2017;48941;A;44265;0
QNO-426;BMW;108;2015;205212;C;78142;0
EKY-135;Toyota;508;2019;28944;B;15069;0
CLB-461;_Peugeot;Galaxy;2011;33318;B;123692;1
RAA-320;Koenigsegg;S-Cross;2007;208673;C;62488;0
XNK-481;_General_Motors;Galaxy;2015;184118;C;82576;0
TAX-021;Infiniti;Ibiza;2007;27588;A;167344;1
BZY-211;Koenigsegg;Caddy;2009;19482;A;160083;1
WNC-012;Lexus;MX-5;2019;191016;A;118216;1
LQD-047;Tata_Motors;108;2017;215756;B;176280;0
RFW-819;_Peugeot;forfour;2007;68257;C;139440;0
CBB-643;Renault;Kona;2014;224545;C;125046;1
RAU-813;_General_Motors;Koleos;2010;60568;B;196564;1
KHS-974;Jeep;108;2016;178095;A;192122;0
WXU-892;Lexus;C-Class;2012;295331;C;108937;0
